rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)
superkingdom	14	3.0484845089114097	5057.479501806953	0.004954588439880787	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.017339446037130047	0.025015532809529308	0.0024772942199403937	0.5	0.6666666666666666	1.0	1.0
superkingdom	13	3.0484845089114097	5057.479501806953	0.003346572518662141	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.012369147307372244	0.017844907480371014	0.0016732862593310707	0.5	0.6666666666666666	1.0	1.0
superkingdom	12	3.0484845089114097	5057.479501806953	0.005335518385931353	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.018474716196541403	0.026653381438581297	0.002667759192965676	0.5	0.6666666666666666	1.0	1.0
superkingdom	11	3.0484845089114097	5057.479501806953	0.006140613204389658	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.020830314378596938	0.03005179125415987	0.003070306602194829	0.5	0.6666666666666666	1.0	1.0
superkingdom	10	3.0484845089114097	5057.479501806953	0.003944777108427695	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.01425548396261185	0.020566316018332267	0.001972388554213848	0.5	0.6666666666666666	1.0	1.0
superkingdom	1	3.0484845089114097	5057.479501806953	0.007852057688140526	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.025669009646012732	0.03703255292083354	0.003926028844070263	0.5	0.6666666666666666	1.0	1.0
superkingdom	0	3.0484845089114097	5057.479501806953	0.005084402309377012	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.017727919754772805	0.025575981915488214	0.002542201154688506	0.5	0.6666666666666666	1.0	1.0
superkingdom	35	3.0484845089114097	5057.479501806953	0.0031783086561256255	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.011829280679745379	0.017066044573952284	0.0015891543280628128	0.5	0.6666666666666666	1.0	1.0
superkingdom	36	3.0484845089114097	5057.479501806953	0.006344654432534663	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.021418607944951644	0.03090051946492669	0.0031723272162673317	0.5	0.6666666666666666	1.0	1.0
superkingdom	8	3.0484845089114097	5057.479501806953	0.003918733697787154	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.01417436068545248	0.020449279868673783	0.001959366848893577	0.5	0.6666666666666666	1.0	1.0
superkingdom	38	3.0484845089114097	5057.479501806953	0.0037720052999304283	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.013715675322614435	0.01978753677037898	0.0018860026499652141	0.5	0.6666666666666666	1.0	1.0
superkingdom	37	3.0484845089114097	5057.479501806953	0.004737869987053537	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.016687084612647073	0.024074374217560462	0.0023689349935267683	0.5	0.6666666666666666	1.0	1.0
superkingdom	7	3.0484845089114097	5057.479501806953	0.0033122826242521063	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.012259480674595362	0.017686691973112813	0.0016561413121260532	0.5	0.6666666666666666	1.0	1.0
superkingdom	63	3.0484845089114097	5057.479501806953	0.003531368588845345	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.012957180383514956	0.018693259883200784	0.0017656842944226727	0.5	0.6666666666666666	1.0	1.0
superkingdom	62	3.0484845089114097	5057.479501806953	0.0037247880609715634	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.013567467376011945	0.01957371790079523	0.0018623940304857817	0.5	0.6666666666666666	1.0	1.0
superkingdom	61	3.0484845089114097	5057.479501806953	0.007005244548024259	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02330115968811869	0.03361646752901066	0.0035026222740121298	0.5	0.6666666666666666	1.0	1.0
superkingdom	60	3.0484845089114097	5057.479501806953	0.007405873850902722	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.0244274426716327	0.03524135040396395	0.003702936925451361	0.5	0.6666666666666666	1.0	1.0
superkingdom	6	3.0484845089114097	5057.479501806953	0.0067374405268765016	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02254191323952522	0.0325211064428123	0.0033687202634382508	0.5	0.6666666666666666	1.0	1.0
superkingdom	59	3.0484845089114097	5057.479501806953	0.006987260822747573	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.023250337466474272	0.0335431465618773	0.003493630411373787	0.5	0.6666666666666666	1.0	1.0
superkingdom	57	3.0484845089114097	5057.479501806953	0.006386487748047731	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.021538812054079003	0.031073937337059206	0.0031932438740238656	0.5	0.6666666666666666	1.0	1.0
superkingdom	56	3.0484845089114097	5057.479501806953	0.00651996946173079	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.021921444587116666	0.031625959394955425	0.003259984730865395	0.5	0.6666666666666666	1.0	1.0
superkingdom	55	3.0484845089114097	5057.479501806953	0.007130481997119406	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02365444308164789	0.034126147728883664	0.003565240998559703	0.5	0.6666666666666666	1.0	1.0
superkingdom	54	3.0484845089114097	5057.479501806953	0.005503471715219279	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.018970869344156805	0.027369179124167486	0.0027517358576096395	0.5	0.6666666666666666	1.0	1.0
superkingdom	53	3.0484845089114097	5057.479501806953	0.007105158174686675	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.023583096551927127	0.03402321644427088	0.0035525790873433376	0.5	0.6666666666666666	1.0	1.0
superkingdom	52	3.0484845089114097	5057.479501806953	0.006840088022928479	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.022833547242154008	0.03294184537215945	0.0034200440114642394	0.5	0.6666666666666666	1.0	1.0
superkingdom	58	3.0484845089114097	5057.479501806953	0.0069793720866778665	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.023228036479759323	0.033510973038936714	0.0034896860433389332	0.5	0.6666666666666666	1.0	1.0
superkingdom	50	3.0484845089114097	5057.479501806953	0.00870016035822222	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.027994431168659073	0.04038742701953187	0.00435008017911111	0.5	0.6666666666666666	1.0	1.0
superkingdom	51	3.0484845089114097	5057.479501806953	0.0059481116715285245	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.020272176208215375	0.029246568083619553	0.0029740558357642622	0.5	0.6666666666666666	1.0	1.0
superkingdom	4	3.0484845089114097	5057.479501806953	0.005451307870033359	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.018817050289816145	0.027147265137275986	0.0027256539350166793	0.5	0.6666666666666666	1.0	1.0
superkingdom	40	3.0484845089114097	5057.479501806953	0.006787336238852868	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02268377028293285	0.03272576289585166	0.0033936681194264334	0.5	0.6666666666666666	1.0	1.0
superkingdom	41	3.0484845089114097	5057.479501806953	0.004782699975285948	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.016822431180666522	0.02426963804004346	0.0023913499876429744	0.5	0.6666666666666666	1.0	1.0
superkingdom	42	3.0484845089114097	5057.479501806953	0.006787333077462853	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.022683761300720705	0.03272574993725875	0.0033936665387314263	0.5	0.6666666666666666	1.0	1.0
superkingdom	44	3.0484845089114097	5057.479501806953	0.007034243288260256	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.023383061705727758	0.033734627163654066	0.003517121644130128	0.5	0.6666666666666666	1.0	1.0
superkingdom	43	3.0484845089114097	5057.479501806953	0.008278146172036092	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.026842762351497972	0.038725920128267095	0.004139073086018046	0.5	0.6666666666666666	1.0	1.0
superkingdom	39	3.0484845089114097	5057.479501806953	0.006178563550877305	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.020939987265957388	0.03021001578487477	0.0030892817754386527	0.5	0.6666666666666666	1.0	1.0
superkingdom	46	3.0484845089114097	5057.479501806953	0.008096315915134931	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02634325233944345	0.038005279511001654	0.004048157957567466	0.5	0.6666666666666666	1.0	1.0
superkingdom	47	3.0484845089114097	5057.479501806953	0.006598610062979404	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.022146228565165328	0.03195025412535752	0.003299305031489702	0.5	0.6666666666666666	1.0	1.0
superkingdom	48	3.0484845089114097	5057.479501806953	0.005548712581663347	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.019104073327451458	0.027561351850293337	0.002774356290831674	0.5	0.6666666666666666	1.0	1.0
superkingdom	49	3.0484845089114097	5057.479501806953	0.00937011270553864	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.029801789352444895	0.04299489370838976	0.00468505635276932	0.5	0.6666666666666666	1.0	1.0
superkingdom	5	3.0484845089114097	5057.479501806953	0.006760213287790016	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.022606680726387347	0.032614546174919136	0.003380106643895008	0.5	0.6666666666666666	1.0	1.0
superkingdom	45	3.0484845089114097	5057.479501806953	0.006948708608486482	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	0.02314131011569896	0.033385853343592495	0.003474354304243241	0.5	0.6666666666666666	1.0	1.0
phylum	28	3.0484845089114097	5057.479501806953	0.14066056540750937	1.0	0.625	0.7692307692307693	5.0	3.0	0.0	26.0	0.19230769230769232	1.3440625938745816	0.4125300089145853	0.0703302827037547	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	25	3.0484845089114097	5057.479501806953	0.16184276757201105	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	24.0	0.20833333333333334	1.0480343712982538	0.32977237870873666	0.08092138378600552	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	26	3.0484845089114097	5057.479501806953	0.2278692484436599	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	24.0	0.20833333333333334	0.8807596327870972	0.27713804730949704	0.11393462422182993	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	27	3.0484845089114097	5057.479501806953	0.16191832463041167	1.0	0.625	0.7692307692307693	5.0	3.0	0.0	26.0	0.19230769230769232	1.3018305104168202	0.3995678136680911	0.08095916231520581	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	29	3.0484845089114097	5057.479501806953	0.1374747104705719	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	24.0	0.20833333333333334	0.8422189559101296	0.2650109157584408	0.06873735523528593	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	35	3.0484845089114097	5057.479501806953	0.07052540771199683	1.0	0.8	0.888888888888889	4.0	1.0	0.0	23.0	0.17391304347826086	0.4938710146967118	0.15750978336611654	0.03526270385599842	0.17391304347826086	0.29629629629629634	4.0	19.0
phylum	30	3.0484845089114097	5057.479501806953	0.11183887016177922	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	24.0	0.20833333333333334	1.0174565906194728	0.320150835993888	0.05591943508088962	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	31	3.0484845089114097	5057.479501806953	0.21504569076644325	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	26.0	0.19230769230769232	1.067755404146733	0.32772368519047634	0.10752284538322163	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	32	3.0484845089114097	5057.479501806953	0.08433028497800715	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	23.0	0.21739130434782608	0.4752996925174392	0.15158685036087438	0.042165142489003556	0.21739130434782608	0.3571428571428571	5.0	18.0
phylum	33	3.0484845089114097	5057.479501806953	0.17217225317158658	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	25.0	0.2	0.9141581219749161	0.28399918844721106	0.08608612658579329	0.2	0.33333333333333337	5.0	20.0
phylum	34	3.0484845089114097	5057.479501806953	0.19093540334806253	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	25.0	0.16	0.9404067188312568	0.2921537735522191	0.0954677016740312	0.16	0.2758620689655173	4.0	21.0
phylum	24	3.0484845089114097	5057.479501806953	0.17438628483262142	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	25.0	0.2	1.1246789330428097	0.34940115563136415	0.08719314241631074	0.2	0.33333333333333337	5.0	20.0
phylum	3	3.0484845089114097	5057.479501806953	0.2884851749302211	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	24.0	0.16	1.0463762984726217	0.32925065286199395	0.14424258746511054	0.16666666666666666	0.27586206896551724	4.0	20.0
phylum	23	3.0484845089114097	5057.479501806953	0.11486580116182633	1.0	0.8	0.888888888888889	4.0	1.0	0.0	23.0	0.21739130434782608	0.7028636334169293	0.22416358794291308	0.05743290058091318	0.21739130434782608	0.3571428571428571	5.0	18.0
phylum	1	3.0484845089114097	5057.479501806953	0.18536027398771385	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	25.0	0.16	0.8939437970526162	0.2777192553208291	0.09268013699385692	0.16	0.2758620689655173	4.0	21.0
phylum	21	3.0484845089114097	5057.479501806953	0.22020556875899655	1.0	0.8	0.888888888888889	4.0	1.0	0.0	23.0	0.17391304347826086	1.0221071626811853	0.3259796039452433	0.11010278437949829	0.17391304347826086	0.29629629629629634	4.0	19.0
phylum	20	3.0484845089114097	5057.479501806953	0.11354795852114136	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	26.0	0.19230769230769232	0.540356098344547	0.16585024170974524	0.05677397926057066	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	2	3.0484845089114097	5057.479501806953	0.07883925918886205	1.0	1.0	1.0	6.0	0.0	0.0	23.0	0.30434782608695654	0.6178654906904004	0.19705521622444028	0.03941962959443102	0.30434782608695654	0.4666666666666667	7.0	16.0
phylum	19	3.0484845089114097	5057.479501806953	0.11732540476441104	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	26.0	0.15384615384615385	0.6392930187584356	0.19621672080553323	0.058662702382205514	0.15384615384615385	0.2666666666666667	4.0	22.0
phylum	18	3.0484845089114097	5057.479501806953	0.10297773644165684	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	24.0	0.20833333333333334	0.43738327566676516	0.13762613820134026	0.05148886822082842	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	17	3.0484845089114097	5057.479501806953	0.09474059818279931	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	26.0	0.19230769230769232	0.6749496880428422	0.2071607394582339	0.04737029909139965	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	16	3.0484845089114097	5057.479501806953	0.10601744909087603	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	24.0	0.20833333333333334	0.3552870789928539	0.11179391475378365	0.05300872454543803	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	15	3.0484845089114097	5057.479501806953	0.1842626383916504	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	25.0	0.16	0.8039365940327446	0.24975694552170633	0.09213131919582525	0.16	0.2758620689655173	4.0	21.0
phylum	14	3.0484845089114097	5057.479501806953	0.15851022636576712	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	23.0	0.17391304347826086	0.6261783963954799	0.1997064428358139	0.07925511318288359	0.17391304347826086	0.29629629629629634	4.0	19.0
phylum	13	3.0484845089114097	5057.479501806953	0.06958086758433205	1.0	0.8	0.888888888888889	4.0	1.0	0.0	22.0	0.22727272727272727	0.29193313162051376	0.09444487936532156	0.03479043379216602	0.22727272727272727	0.37037037037037035	5.0	17.0
phylum	12	3.0484845089114097	5057.479501806953	0.11351358874098244	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	24.0	0.16666666666666666	0.7163638632133332	0.22540960646185873	0.05675679437049123	0.16666666666666666	0.2857142857142857	4.0	20.0
phylum	11	3.0484845089114097	5057.479501806953	0.11710657269993396	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	26.0	0.19230769230769232	0.5431322222003014	0.16670231095427424	0.05855328634996698	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	10	3.0484845089114097	5057.479501806953	0.09047261380052171	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	25.0	0.2	0.47352721715499757	0.14710950124159777	0.045236306900260856	0.2	0.33333333333333337	5.0	20.0
phylum	36	3.0484845089114097	5057.479501806953	0.05757832110017647	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	26.0	0.15384615384615385	0.9542275945149197	0.2928788583699812	0.028789160550088237	0.15384615384615385	0.2666666666666667	4.0	22.0
phylum	22	3.0484845089114097	5057.479501806953	0.10455812778163087	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	25.0	0.16	0.9751245516834357	0.3029394747538492	0.05227906389081544	0.16	0.2758620689655173	4.0	21.0
phylum	37	3.0484845089114097	5057.479501806953	0.11381722167411835	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	26.0	0.15384615384615385	0.7806633039767816	0.23960717396386563	0.056908610837059184	0.15384615384615385	0.2666666666666667	4.0	22.0
phylum	50	3.0484845089114097	5057.479501806953	0.24338473071316316	0.8	0.42857142857142855	0.5581395348837209	3.0	4.0	1.0	25.0	0.15384615384615385	0.8911837898367206	0.2768618108693928	0.1216923653565816	0.16	0.26666666666666666	4.0	21.0
phylum	39	3.0484845089114097	5057.479501806953	0.08025084995049254	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	23.0	0.17391304347826086	1.0424042081982992	0.3324529201497508	0.040125424975246266	0.17391304347826086	0.29629629629629634	4.0	19.0
phylum	0	3.0484845089114097	5057.479501806953	0.1117926228357899	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	22.0	0.22727272727272727	0.34889104995537784	0.1128716461258302	0.055896311417894945	0.22727272727272727	0.37037037037037035	5.0	17.0
phylum	8	3.0484845089114097	5057.479501806953	0.442013129146563	1.0	0.625	0.7692307692307693	5.0	3.0	0.0	25.0	0.2	1.1436120707376027	0.3552830655666653	0.22100656457328144	0.2	0.33333333333333337	5.0	20.0
phylum	7	3.0484845089114097	5057.479501806953	0.08534256340530583	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	24.0	0.16666666666666666	0.5283902522635486	0.16626220966360988	0.0426712817026529	0.16666666666666666	0.2857142857142857	4.0	20.0
phylum	63	3.0484845089114097	5057.479501806953	0.1827279240297496	1.0	0.8	0.888888888888889	4.0	1.0	0.0	24.0	0.16666666666666666	0.9236975566258477	0.29064880770906193	0.09136396201487484	0.16666666666666666	0.2857142857142857	4.0	20.0
phylum	62	3.0484845089114097	5057.479501806953	0.24537519493380222	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	25.0	0.2	1.0027734333251022	0.3115290827865848	0.12268759746690115	0.2	0.33333333333333337	5.0	20.0
phylum	61	3.0484845089114097	5057.479501806953	0.19212980552442308	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	25.0	0.2	1.0915715312597527	0.3391157629712069	0.09606490276221154	0.2	0.33333333333333337	5.0	20.0
phylum	60	3.0484845089114097	5057.479501806953	0.20365802779607767	1.0	0.7142857142857143	0.8333333333333333	5.0	2.0	0.0	25.0	0.2	0.9847379215103076	0.3059260360099876	0.10182901389803883	0.2	0.33333333333333337	5.0	20.0
phylum	6	3.0484845089114097	5057.479501806953	0.11595208373744556	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	24.0	0.20833333333333334	1.0225715486791602	0.32176029836700565	0.05797604186872277	0.20833333333333334	0.3448275862068966	5.0	19.0
phylum	59	3.0484845089114097	5057.479501806953	0.20543153924656063	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	25.0	0.16	0.9722105983582613	0.3020342042545457	0.1027157696232803	0.16	0.2758620689655173	4.0	21.0
phylum	58	3.0484845089114097	5057.479501806953	0.21650971242669617	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	25.0	0.16	1.0240947556026219	0.31815292397759837	0.1082548562133481	0.16	0.2758620689655173	4.0	21.0
phylum	57	3.0484845089114097	5057.479501806953	0.23161309792657905	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	23.0	0.17391304347826086	1.0006341585087286	0.31913124043579455	0.11580654896328955	0.17391304347826086	0.29629629629629634	4.0	19.0
phylum	56	3.0484845089114097	5057.479501806953	0.16805271748698064	1.0	0.8	0.888888888888889	4.0	1.0	0.0	24.0	0.16666666666666666	0.7117903943916627	0.2239705279988077	0.08402635874349029	0.16666666666666666	0.2857142857142857	4.0	20.0
phylum	55	3.0484845089114097	5057.479501806953	0.17477306979872081	1.0	0.8	0.888888888888889	4.0	1.0	0.0	20.0	0.25	0.7353059766118734	0.24545116501333483	0.0873865348993604	0.25	0.4	5.0	15.0
phylum	54	3.0484845089114097	5057.479501806953	0.26291561428532406	1.0	0.6666666666666666	0.8	4.0	2.0	0.0	25.0	0.16	0.95117641840156	0.29549956884108963	0.13145780714266203	0.16	0.2758620689655173	4.0	21.0
phylum	53	3.0484845089114097	5057.479501806953	0.30012660134634106	1.0	0.8333333333333334	0.9090909090909091	5.0	1.0	0.0	26.0	0.19230769230769232	1.0040881572832732	0.3081824450459708	0.15006330067317056	0.19230769230769232	0.32258064516129037	5.0	21.0
phylum	52	3.0484845089114097	5057.479501806953	0.4846250823881552	1.0	0.5	0.6666666666666666	4.0	4.0	0.0	24.0	0.16666666666666666	1.345045982330071	0.42322945240446425	0.2423125411940777	0.16666666666666666	0.2857142857142857	4.0	20.0
phylum	51	3.0484845089114097	5057.479501806953	0.08055424649496835	1.0	0.5714285714285714	0.7272727272727273	4.0	3.0	0.0	26.0	0.19230769230769232	1.1150541275163237	0.3422409724524165	0.040277123247484184	0.19230769230769232	0.32258064516129037	5.0	21.0
