rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)
superkingdom	57	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	56	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	55	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	54	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	53	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	52	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	58	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	50	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	51	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	4	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	40	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	41	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	42	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	44	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	43	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	39	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	46	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	47	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	48	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	49	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	5	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
superkingdom	45	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
phylum	28	2.758199147310923	776.3914656187794	0.13665081328559353	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	1.0017051663324603	0.6223944139712043	0.06832540664279677	1.0	1.0	5.0	0.0
phylum	25	2.758199147310923	776.3914656187794	0.4611602736064823	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.7675939141641949	0.47693291442556635	0.23058013680324116	1.0	1.0	5.0	0.0
phylum	26	2.758199147310923	776.3914656187794	0.23189623448192975	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8046035429071431	0.4999282896786416	0.11594811724096488	1.0	1.0	5.0	0.0
phylum	27	2.758199147310923	776.3914656187794	0.14595228334958613	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	1.0504282592597631	0.6526677737267319	0.07297614167479306	1.0	1.0	5.0	0.0
phylum	29	2.758199147310923	776.3914656187794	0.3039429770548931	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8056221422309857	0.5005611810228638	0.15197148852744655	1.0	1.0	5.0	0.0
phylum	35	2.758199147310923	776.3914656187794	0.06627589204691225	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.35581924017951233	0.25666932662993075	0.03313794602345613	1.0	1.0	4.0	0.0
phylum	30	2.758199147310923	776.3914656187794	0.23044373272168206	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.849240978328028	0.6125978739767689	0.11522186636084104	1.0	0.888888888888889	4.0	0.0
phylum	31	2.758199147310923	776.3914656187794	0.17289714752694757	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.7517576136520312	0.5422784905831534	0.0864485737634738	1.0	0.888888888888889	4.0	0.0
phylum	32	2.758199147310923	776.3914656187794	0.050165800000000094	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.3501077983871776	0.25254939225486706	0.025082900000000047	1.0	0.888888888888889	4.0	0.0
phylum	33	2.758199147310923	776.3914656187794	0.23350585143229638	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9468647738238937	0.5883201622806706	0.11675292571614819	1.0	1.0	5.0	0.0
phylum	34	2.758199147310923	776.3914656187794	0.217789404660856	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8375463296432814	0.6041619681455576	0.10889470233042801	1.0	1.0	4.0	0.0
phylum	24	2.758199147310923	776.3914656187794	0.42288943578576926	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9969107046554412	0.6194154474388651	0.21144471789288463	1.0	1.0	5.0	0.0
phylum	3	2.758199147310923	776.3914656187794	0.2578811436945142	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.7780220301721927	0.48341226720297575	0.12894057184725713	1.0	1.0	5.0	0.0
phylum	23	2.758199147310923	776.3914656187794	0.1749413241533352	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	0.6706759240804251	0.4167143813992181	0.0874706620766676	1.0	1.0	5.0	0.0
phylum	1	2.758199147310923	776.3914656187794	0.07956568870976886	0.75	1.0	0.8571428571428571	2.0	0.0	1.0	3.0	0.75	0.6886371504059839	0.6268245472120518	0.03978284435488443	1.0	0.8571428571428571	3.0	0.0
phylum	21	2.758199147310923	776.3914656187794	0.3627542871702286	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.9698207725330024	0.699577809542233	0.1813771435851143	1.0	1.0	4.0	0.0
phylum	20	2.758199147310923	776.3914656187794	0.06394220000000012	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.18983306602053773	0.11794991565312128	0.03197110000000006	1.0	1.0	5.0	0.0
phylum	2	2.758199147310923	776.3914656187794	0.12613340000000003	0.8571428571428571	1.0	0.923076923076923	4.0	0.0	1.0	6.0	0.8571428571428571	0.6393576616595573	0.3568323051391559	0.06306670000000002	1.0	0.923076923076923	6.0	0.0
phylum	19	2.758199147310923	776.3914656187794	0.08262187051606469	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.2641784911393725	0.19056449953815083	0.041310935258032346	1.0	1.0	4.0	0.0
phylum	18	2.758199147310923	776.3914656187794	0.05718520000000006	0.8	1.0	0.888888888888889	2.0	0.0	1.0	4.0	0.8	0.0906909571589598	0.06541969707335238	0.028592600000000027	1.0	0.888888888888889	4.0	0.0
phylum	17	2.758199147310923	776.3914656187794	0.11822381724701843	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.34042235696293727	0.21151630288619544	0.05911190862350921	1.0	1.0	5.0	0.0
phylum	16	2.758199147310923	776.3914656187794	0.026336402167679317	1.0	1.0	1.0	1.0	0.0	0.0	5.0	1.0	0.027055181277484273	0.016810329288544125	0.013168201083839658	1.0	1.0	5.0	0.0
phylum	15	2.758199147310923	776.3914656187794	0.08308369466198633	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.5586970200757075	0.40301471011133244	0.04154184733099316	1.0	1.0	4.0	0.0
phylum	14	2.758199147310923	776.3914656187794	0.009020435181835368	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.31640607018394556	0.22823873418077179	0.004510217590917684	1.0	1.0	4.0	0.0
phylum	13	2.758199147310923	776.3914656187794	0.03099020053037985	1.0	1.0	1.0	1.0	0.0	0.0	5.0	1.0	0.02487323412875623	0.015454609299676656	0.015495100265189927	1.0	1.0	5.0	0.0
phylum	12	2.758199147310923	776.3914656187794	0.027581199999999955	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.4533903711846219	0.32705202004743017	0.013790599999999976	1.0	1.0	4.0	0.0
phylum	11	2.758199147310923	776.3914656187794	0.03072681482968169	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.28446712860529044	0.17674936473632882	0.015363407414840841	1.0	1.0	5.0	0.0
phylum	10	2.758199147310923	776.3914656187794	0.07097779999999998	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.16785879887037736	0.10429653581138096	0.03548889999999999	1.0	1.0	5.0	0.0
phylum	36	2.758199147310923	776.3914656187794	0.14770863225538966	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8892144499916994	0.641432638644916	0.07385431612769483	1.0	1.0	4.0	0.0
phylum	22	2.758199147310923	776.3914656187794	0.2392142981959404	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.642408066883859	0.46339946616020444	0.11960714909797021	1.0	1.0	4.0	0.0
phylum	37	2.758199147310923	776.3914656187794	0.1534614244027199	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.7641830402890797	0.5512415412782531	0.07673071220135996	1.0	1.0	4.0	0.0
phylum	50	2.758199147310923	776.3914656187794	0.40930291794836715	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.4115443745608425	0.2968665141423388	0.20465145897418358	1.0	0.888888888888889	4.0	0.0
phylum	39	2.758199147310923	776.3914656187794	0.07856870910112715	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.9059763217728101	0.6535237732922284	0.03928435455056358	1.0	1.0	4.0	0.0
phylum	0	2.758199147310923	776.3914656187794	0.0016482114256533944	1.0	1.0	1.0	1.0	0.0	0.0	5.0	1.0	0.057024960452953355	0.03543160007130022	0.0008241057128266971	1.0	1.0	5.0	0.0
phylum	8	2.758199147310923	776.3914656187794	0.5768616327341837	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.7840600209275226	0.5655797519757169	0.28843081636709184	1.0	0.888888888888889	4.0	0.0
phylum	7	2.758199147310923	776.3914656187794	0.04925579999999999	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.39535194932620843	0.28518614834935285	0.024627899999999998	1.0	1.0	4.0	0.0
phylum	63	2.758199147310923	776.3914656187794	0.28639791058500896	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	1.0224745598089606	0.7375594884357567	0.14319895529250448	1.0	1.0	4.0	0.0
phylum	62	2.758199147310923	776.3914656187794	0.26133909712570974	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	1.0949824097833907	0.6803508239266891	0.13066954856285487	1.0	1.0	5.0	0.0
phylum	61	2.758199147310923	776.3914656187794	0.3452024875130925	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8038044505897998	0.499431785705938	0.17260124375654626	1.0	1.0	5.0	0.0
phylum	60	2.758199147310923	776.3914656187794	0.23378202324723435	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.511019947880155	0.3175145458747724	0.11689101162361717	1.0	1.0	5.0	0.0
phylum	6	2.758199147310923	776.3914656187794	0.09534682900502905	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8456536772548208	0.5254341722172192	0.04767341450251453	1.0	1.0	5.0	0.0
phylum	59	2.758199147310923	776.3914656187794	0.25486996621099683	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.5094968422265422	0.36752428381440955	0.12743498310549842	1.0	1.0	4.0	0.0
phylum	58	2.758199147310923	776.3914656187794	0.24533132784880313	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.5694672240062537	0.41078377001131333	0.12266566392440158	1.0	1.0	4.0	0.0
phylum	57	2.758199147310923	776.3914656187794	0.23973092290498463	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.5631609287441802	0.40623473956082584	0.11986546145249231	1.0	1.0	4.0	0.0
phylum	56	2.758199147310923	776.3914656187794	0.008965200000000168	0.75	1.0	0.8571428571428571	2.0	0.0	1.0	3.0	0.75	0.4327073105760463	0.3938671677345191	0.004482600000000085	1.0	0.8571428571428571	3.0	0.0
phylum	55	2.758199147310923	776.3914656187794	0.008602190921468985	0.8	1.0	0.888888888888889	2.0	0.0	1.0	4.0	0.8	0.45300881276785276	0.3267767838295891	0.004301095460734492	1.0	0.888888888888889	4.0	0.0
phylum	54	2.758199147310923	776.3914656187794	0.1498664953222514	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.7157419339221565	0.5162986693128856	0.07493324766112572	1.0	1.0	4.0	0.0
phylum	53	2.758199147310923	776.3914656187794	0.14106349319644784	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.7797798710536764	0.5624922764770872	0.07053174659822392	1.0	0.888888888888889	4.0	0.0
phylum	52	2.758199147310923	776.3914656187794	0.6508695189777595	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.9687200379826519	0.6987837974036701	0.3254347594888798	1.0	1.0	4.0	0.0
phylum	51	2.758199147310923	776.3914656187794	0.09004805081002544	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9822940495053774	0.6103336089677197	0.04502402540501272	1.0	1.0	5.0	0.0
phylum	5	2.758199147310923	776.3914656187794	0.06567073631974725	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.9005939533196534	0.6496412151544253	0.032835368159873625	1.0	0.888888888888889	4.0	0.0
phylum	49	2.758199147310923	776.3914656187794	0.03427495581771813	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.7111306278509684	0.44185030211911713	0.017137477908859066	1.0	1.0	5.0	0.0
phylum	48	2.758199147310923	776.3914656187794	0.1533461703622944	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.922210888617681	0.5730018421294283	0.07667308518114718	1.0	1.0	5.0	0.0
phylum	47	2.758199147310923	776.3914656187794	0.181861203197678	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9591570885872561	0.5959578068697506	0.090930601598839	1.0	1.0	5.0	0.0
phylum	46	2.758199147310923	776.3914656187794	0.2885526855718629	1.0	1.0	1.0	3.0	0.0	0.0	6.0	1.0	0.7497645238970536	0.4184515481980822	0.1442763427859315	1.0	1.0	6.0	0.0
phylum	45	2.758199147310923	776.3914656187794	0.015305252316746988	0.8	1.0	0.888888888888889	2.0	0.0	1.0	4.0	0.8	0.4402203980673794	0.31755189259498684	0.007652626158373493	1.0	0.888888888888889	4.0	0.0
phylum	44	2.758199147310923	776.3914656187794	0.41518800000000006	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8951298142179865	0.6456996719620742	0.20759400000000003	1.0	1.0	4.0	0.0
phylum	43	2.758199147310923	776.3914656187794	0.4692518	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8448267355399037	0.6094136708869154	0.23462590000000003	1.0	1.0	4.0	0.0
phylum	42	2.758199147310923	776.3914656187794	0.2555065590270882	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8815606104668352	0.6359115604817752	0.1277532795135441	1.0	1.0	4.0	0.0
phylum	41	2.758199147310923	776.3914656187794	0.05142080000000004	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.5376606067641876	0.3340673179191077	0.02571040000000002	1.0	1.0	5.0	0.0
phylum	40	2.758199147310923	776.3914656187794	0.16026044057574246	1.0	1.0	1.0	3.0	0.0	0.0	6.0	1.0	0.8818166107925083	0.49215122115270415	0.08013022028787121	1.0	1.0	6.0	0.0
phylum	4	2.758199147310923	776.3914656187794	0.18813404009839185	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.796115093557217	0.5742756487259251	0.09406702004919593	1.0	1.0	4.0	0.0
phylum	38	2.758199147310923	776.3914656187794	0.04001158813367655	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.5006784475764078	0.3611631566992342	0.02000579406683828	1.0	1.0	4.0	0.0
phylum	9	2.758199147310923	776.3914656187794	0.2856144194327098	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	0.8439627316434268	0.5243835286364199	0.14280720971635494	1.0	1.0	5.0	0.0
class	0	2.758199147310923	776.3914656187794	0.03636071733625375	0.875	1.0	0.9333333333333333	2.0	0.0	1.0	7.0	0.875	0.24110581278385432	0.12390387752533419	0.018180358668126874	1.0	0.9333333333333333	7.0	0.0
class	9	2.758199147310923	776.3914656187794	0.2946160316221355	0.875	1.0	0.9333333333333333	5.0	0.0	1.0	7.0	0.875	0.8749373763432854	0.4496288673801531	0.14730801581106776	1.0	0.9333333333333333	7.0	0.0
class	4	2.758199147310923	776.3914656187794	0.2151680536490924	0.8	1.0	0.888888888888889	5.0	0.0	2.0	8.0	0.8	1.1637855219489952	0.5596625337247298	0.10758402682454621	1.0	0.888888888888889	8.0	0.0
class	40	2.758199147310923	776.3914656187794	0.17000664944845348	0.8333333333333334	1.0	0.9090909090909091	5.0	0.0	2.0	10.0	0.8333333333333334	1.130142353595272	0.4908145879315802	0.08500332472422671	1.0	0.9090909090909091	10.0	0.0
class	41	2.758199147310923	776.3914656187794	0.0723712	0.7692307692307693	1.0	0.8695652173913044	5.0	0.0	3.0	10.0	0.7692307692307693	0.9361852404471223	0.40658008396545414	0.0361856	1.0	0.8695652173913044	10.0	0.0
class	42	2.758199147310923	776.3914656187794	0.28954832768233446	0.6666666666666666	1.0	0.8	4.0	0.0	4.0	8.0	0.6666666666666666	1.0056629992418091	0.4836216739372265	0.14477416384116723	1.0	0.8	8.0	0.0
class	43	2.758199147310923	776.3914656187794	0.4692506011451988	0.875	1.0	0.9333333333333333	5.0	0.0	1.0	7.0	0.875	0.9948180651587208	0.5112353546445493	0.2346253005725994	1.0	0.9333333333333333	7.0	0.0
class	44	2.758199147310923	776.3914656187794	0.4167856000000001	0.8	1.0	0.888888888888889	5.0	0.0	2.0	8.0	0.8	1.071133193003162	0.5151061818924076	0.20839280000000004	1.0	0.888888888888889	8.0	0.0
