rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	9	6.590804875112657	5702.228619628862	0.07727341033043014	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.18449048125765855	0.16793047297998415	0.03863670516521507
superkingdom	34	6.590804875112657	5702.228619628862	0.08384177800255262	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.20305201508417559	0.1848259091752409	0.04192088900127631
superkingdom	33	6.590804875112657	5702.228619628862	0.08250899217246378	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.20029069588936738	0.18231244812688882	0.041254496086231884
superkingdom	32	6.590804875112657	5702.228619628862	0.0743580256203091	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.18216717359325796	0.16581570720832395	0.03717901281015455
superkingdom	31	6.590804875112657	5702.228619628862	0.09603287060193873	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.22009078942771507	0.20033526995637346	0.04801643530096937
superkingdom	30	6.590804875112657	5702.228619628862	0.07881628523197699	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.19267109506990282	0.17537678856977418	0.039408142615988496
superkingdom	3	6.590804875112657	5702.228619628862	0.0935192906385134	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2207483115580519	0.2009337723917813	0.0467596453192567
superkingdom	29	6.590804875112657	5702.228619628862	0.11358907935972237	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.25358726719446345	0.23082507797350157	0.056794539679861186
superkingdom	28	6.590804875112657	5702.228619628862	0.09342008107663716	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2115609775950271	0.1925711006305151	0.046710040538318585
superkingdom	27	6.590804875112657	5702.228619628862	0.07781634895123656	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.18799095924713302	0.17111674535794766	0.03890817447561828
superkingdom	26	6.590804875112657	5702.228619628862	0.11744713434299925	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2576126906075327	0.2344891762678593	0.058723567171499624
superkingdom	25	6.590804875112657	5702.228619628862	0.08660811863437744	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.20671347147024655	0.18815871040442603	0.04330405931718872
superkingdom	24	6.590804875112657	5702.228619628862	0.10877352199891362	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.24458769332642527	0.22263331281588739	0.05438676099945681
superkingdom	23	6.590804875112657	5702.228619628862	0.100809577263575	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2313565023443485	0.21058976376900987	0.0504047886317875
superkingdom	22	6.590804875112657	5702.228619628862	0.09334585189612683	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.216947939297352	0.19747452448430775	0.04667292594806341
superkingdom	21	6.590804875112657	5702.228619628862	0.13723692907064838	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2878918810967985	0.2620504832016953	0.06861846453532419
superkingdom	20	6.590804875112657	5702.228619628862	0.08908388705323236	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.2128704621394102	0.19376304482947418	0.044541943526616175
superkingdom	2	6.590804875112657	5702.228619628862	0.09953243112011961	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.22869905444916921	0.20817085045210074	0.04976621556005981
superkingdom	19	6.590804875112657	5702.228619628862	0.08048008022623579	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.19654994805265114	0.1789074727089902	0.04024004011311789
superkingdom	18	6.590804875112657	5702.228619628862	0.08078015796316165	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.1969005790992578	0.17922663084168483	0.04039007898158083
superkingdom	17	6.590804875112657	5702.228619628862	0.09175352749423485	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.21609293800370713	0.1966962687680155	0.045876763747117424
superkingdom	16	6.590804875112657	5702.228619628862	0.07865335760745089	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.19144885388035676	0.17426425669465032	0.039326678803725444
superkingdom	15	6.590804875112657	5702.228619628862	0.07024986306146569	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.17646957557573262	0.16062952999522107	0.035124931530732845
superkingdom	14	6.590804875112657	5702.228619628862	0.08097738357709972	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.19755586247951265	0.17982309547894942	0.04048869178854986
superkingdom	13	6.590804875112657	5702.228619628862	0.06898359772408917	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.17355436284093978	0.15797598901005053	0.034491798862044586
superkingdom	12	6.590804875112657	5702.228619628862	0.08222422632414354	1.0	0.3333333333333333	0.5	1.0	2.0	0.0	3.0	0.3333333333333333	0.19813265489911647	0.18034811456489383	0.04111211316207177
