tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)
sourmash	0	2.134551265236159	391.9944058835148	0.04260403290659288	1.0	1.0	1.0	3.0	0.0	0.0	8.0	1.0	0.35617727251105014	0.17128506157634965	0.021302016453296435	1.0	1.0	8.0	0.0
sourmash	4	2.0366079037696503	345.6244857825209	0.17417213133371898	1.0	1.0	1.0	8.0	0.0	0.0	10.0	1.0	1.3432800694822162	0.5833791218267431	0.08708606566685952	1.0	1.0	10.0	0.0
sourmash	40	1.4480706087413187	1485.8673744686675	0.13260909681864078	1.0	1.0	1.0	6.0	0.0	0.0	12.0	1.0	1.2149619347780336	0.4889366507517246	0.0663045484093204	1.0	1.0	12.0	0.0
sourmash	41	1.2318404097482507	768.3212999134789	0.11969748735977337	1.0	1.0	1.0	8.0	0.0	0.0	13.0	1.0	1.1047260813823077	0.4307009330100872	0.05984874367988669	1.0	1.0	13.0	0.0
sourmash	42	1.14457509731439	1251.2359313777586	0.05664367523746952	1.0	1.0	1.0	7.0	0.0	0.0	12.0	1.0	1.229489416535456	0.49478293948802854	0.028321837618734764	1.0	1.0	12.0	0.0
sourmash	43	1.3428776648357175	1405.990273862255	0.1173169966923057	1.0	1.0	1.0	4.0	0.0	0.0	8.0	1.0	0.9001368094298655	0.43287430369536034	0.05865849834615285	1.0	1.0	8.0	0.0
sourmash	44	1.3499828978208683	1270.9713441744734	0.1047159925799507	1.0	1.0	1.0	5.0	0.0	0.0	10.0	1.0	0.9985452899460393	0.4336627093540475	0.052357996289975346	1.0	1.0	10.0	0.0
sourmash	45	1.2160672844132367	1421.890521950688	0.12696654050648443	0.9166666666666666	1.0	0.9565217391304348	3.0	0.0	1.0	11.0	0.9166666666666666	0.36363052598730283	0.15164570784734144	0.06348327025324221	1.0	0.9565217391304348	11.0	0.0
sourmash	46	2.716263507659953	1067.1936351381614	0.19234697811496912	0.9	1.0	0.9473684210526316	4.0	0.0	1.0	9.0	0.9	0.9183431923831968	0.417955998606451	0.09617348905748456	1.0	0.9473684210526316	9.0	0.0
sourmash	47	1.2837871556001386	932.1146077364867	0.04899045841562615	0.9285714285714286	1.0	0.962962962962963	6.0	0.0	1.0	13.0	0.9285714285714286	1.1564061574878832	0.4508495086360489	0.024495229207813076	1.0	0.962962962962963	13.0	0.0
sourmash	48	1.540097200916613	1505.8722747151278	0.08974464409412132	1.0	1.0	1.0	7.0	0.0	0.0	13.0	1.0	1.0679782810593648	0.41637402233793613	0.04487232204706067	1.0	1.0	13.0	0.0
sourmash	49	1.8683939588101948	525.7567106128563	0.1730357248573731	1.0	1.0	1.0	3.0	0.0	0.0	10.0	1.0	0.8322011161892993	0.3614203525947396	0.08651786242868655	1.0	1.0	10.0	0.0
sourmash	5	1.9044491379847635	1466.781495123328	0.23475110311988712	0.9230769230769231	1.0	0.9600000000000001	6.0	0.0	1.0	12.0	0.9230769230769231	0.9539425244365524	0.38389471271201997	0.11737555155994354	1.0	0.9600000000000001	12.0	0.0
sourmash	50	2.1188537226039283	590.5972248749542	0.04725777907741923	1.0	1.0	1.0	5.0	0.0	0.0	11.0	1.0	0.8601555893073412	0.35871274240577233	0.023628889538709615	1.0	1.0	11.0	0.0
sourmash	52	3.5871851245614135	723.4151038322253	0.5703030289467901	1.0	1.0	1.0	5.0	0.0	0.0	6.0	1.0	1.010785704826141	0.5641302430295616	0.28515151447339504	1.0	1.0	6.0	0.0
sourmash	53	2.0077005987956165	1058.7572791497914	0.24557804915591813	0.9090909090909091	1.0	0.9523809523809523	6.0	0.0	1.0	10.0	0.9090909090909091	0.8642082212150017	0.3753208616891	0.12278902457795908	1.0	0.9523809523809523	10.0	0.0
sourmash	54	2.181449974194914	1155.9483214627764	0.2930449992560991	0.9090909090909091	1.0	0.9523809523809523	3.0	0.0	1.0	10.0	0.9090909090909091	0.9844543292493804	0.4275430828787729	0.14652249962804959	1.0	0.9523809523809523	10.0	0.0
sourmash	55	1.2874782612570828	1308.9294323120207	0.15690200952285527	1.0	1.0	1.0	3.0	0.0	0.0	9.0	1.0	0.39172843399359836	0.17828329340303753	0.07845100476142762	1.0	1.0	9.0	0.0
sourmash	56	1.203124210239425	1267.9134996424555	0.13271175057814008	1.0	1.0	1.0	3.0	0.0	0.0	10.0	1.0	0.3472314699517043	0.15080071134317996	0.06635587528907003	1.0	1.0	10.0	0.0
sourmash	57	1.1375852522157222	1181.996214025317	0.0852980113005291	1.0	1.0	1.0	7.0	0.0	0.0	11.0	1.0	0.9702618200051993	0.4046306071044099	0.042649005650264554	1.0	1.0	11.0	0.0
sourmash	58	1.113565628358946	1520.0042135878537	0.07977374144281965	1.0	1.0	1.0	6.0	0.0	0.0	11.0	1.0	0.9850096290965706	0.4107809211980527	0.039886870721409826	1.0	1.0	11.0	0.0
sourmash	59	1.3494503483922415	1557.2131564741028	0.09471638739310655	1.0	1.0	1.0	5.0	0.0	0.0	8.0	1.0	0.8852705865632017	0.42572516169319835	0.04735819369655326	1.0	1.0	8.0	0.0
sourmash	6	2.0470764818462777	1419.7577557008121	0.251385832130186	1.0	1.0	1.0	6.0	0.0	0.0	11.0	1.0	1.02929785638567	0.4292505465363664	0.125692916065093	1.0	1.0	11.0	0.0
sourmash	60	1.0165759183351852	1513.0587863564615	0.0647566647021778	1.0	1.0	1.0	5.0	0.0	0.0	11.0	1.0	0.9053384199390164	0.3775554463154166	0.03237833235108888	1.0	1.0	11.0	0.0
sourmash	61	1.388853471394338	1508.12249467465	0.1229003803110713	0.9090909090909091	1.0	0.9523809523809523	5.0	0.0	1.0	10.0	0.9090909090909091	1.0829599163861032	0.4703235158088916	0.06145019015553566	1.0	0.9523809523809523	10.0	0.0
sourmash	62	1.890245644475749	533.3671170743469	0.2345884346556563	0.9	1.0	0.9473684210526316	7.0	0.0	1.0	9.0	0.9	1.4541295083623176	0.6618028595534896	0.11729421732782815	1.0	0.9473684210526316	9.0	0.0
