tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)
sourmash	0	2.134551265236159	391.9944058835148	0.006891743121378214	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.07487864061615188	0.04652471526714942	0.003445871560689107	1.0	1.0	5.0	0.0
sourmash	4	2.0366079037696503	345.6244857825209	0.06844522301646074	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.7842843810596815	0.5657415936007363	0.03422261150823037	1.0	1.0	4.0	0.0
sourmash	40	1.4480706087413187	1485.8673744686675	0.050148281613046276	1.0	1.0	1.0	3.0	0.0	0.0	6.0	1.0	0.9199880924633608	0.5134551307044131	0.025074140806523138	1.0	1.0	6.0	0.0
sourmash	41	1.2318404097482507	768.3212999134789	0.030484780570139158	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	0.5909677249415526	0.36718889270340227	0.015242390285069579	1.0	1.0	5.0	0.0
sourmash	42	1.14457509731439	1251.2359313777586	0.04347238169645053	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.9845656790122731	0.7102140112702408	0.021736190848225267	1.0	1.0	4.0	0.0
sourmash	43	1.3428776648357175	1405.990273862255	0.09199799999999997	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.7775016045348471	0.560848854572818	0.045998999999999984	1.0	1.0	4.0	0.0
sourmash	44	1.3499828978208683	1270.9713441744734	0.07470016680270052	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8398757018974452	0.6058422550452908	0.03735008340135027	1.0	1.0	4.0	0.0
sourmash	45	1.2160672844132367	1421.890521950688	0.10592930423754715	0.8	1.0	0.888888888888889	2.0	0.0	1.0	4.0	0.8	0.3106052083776082	0.22405429690032924	0.05296465211877359	1.0	0.888888888888889	4.0	0.0
sourmash	46	2.716263507659953	1067.1936351381614	0.17600794008364914	0.8333333333333334	1.0	0.9090909090909091	3.0	0.0	1.0	5.0	0.8333333333333334	0.8543413208781822	0.5308321086994177	0.08800397004182457	1.0	0.9090909090909091	5.0	0.0
sourmash	47	1.2837871556001386	932.1146077364867	0.02892958381268853	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.8927292897463205	0.6439680595866716	0.014464791906344265	1.0	0.888888888888889	4.0	0.0
sourmash	48	1.540097200916613	1505.8722747151278	0.0738012592343858	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9443625154596614	0.5867654217436792	0.0369006296171929	1.0	1.0	5.0	0.0
sourmash	49	1.8683939588101948	525.7567106128563	0.1727487223663725	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.7194378665468895	0.44701187973061834	0.08637436118318625	1.0	1.0	5.0	0.0
sourmash	5	1.9044491379847635	1466.781495123328	0.20293307716169007	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.7722535380630375	0.5570631748362503	0.10146653858084503	1.0	0.888888888888889	4.0	0.0
sourmash	50	2.1188537226039283	590.5972248749542	0.027266706941136212	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.745912209344225	0.4634613137801095	0.013633353470568106	1.0	1.0	5.0	0.0
sourmash	52	3.5871851245614135	723.4151038322253	0.5693674160219271	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.9294833174347632	0.6704804863260776	0.28468370801096354	1.0	1.0	4.0	0.0
sourmash	53	2.0077005987956165	1058.7572791497914	0.19695671308955195	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.6950931549397946	0.5014037237937528	0.09847835654477598	1.0	0.888888888888889	4.0	0.0
sourmash	54	2.181449974194914	1155.9483214627764	0.16847843021500084	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.6819438170651718	0.4919184815224069	0.08423921510750043	1.0	1.0	4.0	0.0
sourmash	55	1.2874782612570828	1308.9294323120207	0.12635669941962088	1.0	1.0	1.0	2.0	0.0	0.0	5.0	1.0	0.3224098959014706	0.20032453157131153	0.06317834970981044	1.0	1.0	5.0	0.0
sourmash	56	1.203124210239425	1267.9134996424555	0.11428018657928138	1.0	1.0	1.0	2.0	0.0	0.0	4.0	1.0	0.29780172578560704	0.2148185364795351	0.05714009328964069	1.0	1.0	4.0	0.0
sourmash	57	1.1375852522157222	1181.996214025317	0.042630650674662575	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.7307018896991384	0.5270899963185707	0.021315325337331287	1.0	1.0	4.0	0.0
sourmash	58	1.113565628358946	1520.0042135878537	0.04697351597712268	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.7461781841849794	0.5382537829716006	0.023486757988561344	1.0	1.0	4.0	0.0
sourmash	59	1.3494503483922415	1557.2131564741028	0.05151707591769696	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.6922328814408475	0.49934047259749426	0.025758537958848485	1.0	1.0	4.0	0.0
sourmash	6	2.0470764818462777	1419.7577557008121	0.20814715163140568	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8503233922202904	0.5283356292597013	0.10407357581570284	1.0	1.0	5.0	0.0
sourmash	60	1.0165759183351852	1513.0587863564615	0.02282530317405106	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.7086889575341051	0.44033320705257273	0.01141265158702553	1.0	1.0	5.0	0.0
sourmash	61	1.388853471394338	1508.12249467465	0.07329909497133245	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.872268632659232	0.6292088153302355	0.03664954748566623	1.0	0.888888888888889	4.0	0.0
sourmash	62	1.890245644475749	533.3671170743469	0.14408027942897242	0.8	1.0	0.888888888888889	3.0	0.0	1.0	4.0	0.8	0.9741244368042088	0.7026822470930932	0.07204013971448621	1.0	0.888888888888889	4.0	0.0
sourmash	63	1.6080193857409448	316.42106711502294	0.13380492715504738	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.9729051216790587	0.7018026971509258	0.0669024635775237	1.0	1.0	4.0	0.0
sourmash	7	1.2620697956597102	346.0904606017133	0.04903117845306437	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.34168682320057986	0.3110167496986767	0.024515589226532186	1.0	0.8571428571428571	3.0	0.0
sourmash	8	6.079865567067746	724.6233990257354	0.9922121313463547	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.8955791787995382	0.556454630452362	0.4961060656731772	1.0	1.0	5.0	0.0
sourmash	9	6.5325388751214115	726.2424514113543	1.0465991879320546	1.0	1.0	1.0	4.0	0.0	0.0	5.0	1.0	0.9055976561535762	0.5626794604235201	0.5232995939660273	1.0	1.0	5.0	0.0
sourmash	39	1.1544087654755317	764.9460016796672	0.058866976632688334	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8669629281844443	0.6253815585631362	0.029433488316344167	1.0	1.0	4.0	0.0
sourmash	38	0.8899522022619436	596.3092851689323	0.05260631021248692	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.54167408077554	0.3907352550564797	0.026303155106243464	1.0	1.0	4.0	0.0
sourmash	51	1.4914028996268491	1168.0024881707168	0.0642736170466807	1.0	1.0	1.0	3.0	0.0	0.0	5.0	1.0	0.9920281935421064	0.6163817727157747	0.03213680852334035	1.0	1.0	5.0	0.0
sourmash	36	1.3343878991348148	1249.0442466310953	0.042356624409219015	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.8157213486306317	0.5884185722083348	0.021178312204609508	1.0	1.0	4.0	0.0
sourmash	37	1.5094738591108736	1454.5561953550402	0.014286830745887776	1.0	1.0	1.0	3.0	0.0	0.0	4.0	1.0	0.6587691677140297	0.4752015056757903	0.007143415372943888	1.0	1.0	4.0	0.0
