tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness (recall)	Purity (precision)	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
motus2.5.1	50	2.047153327916212	972.8260661482557	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	38	3.327505097522507	955.5446756278757	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	54	3.3619262413940056	1747.3183112559154	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	55	4.847251732690612	1980.2851111254959	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	56	4.834413025324866	1850.250497941966	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	57	1.8405840474554693	1783.0529746333423	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	59	2.227179427745083	2370.3799897588115	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	6	2.968170634047598	2230.891580328567	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	53	3.6461015035363893	1635.0740388303473	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	60	1.9186967963779595	2341.4201042495633	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	62	3.483488051725663	862.1080730353519	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	63	3.668716762492763	591.5446991192046	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	7	2.3549979807518002	688.1936269413967	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	37	2.252842601361631	2180.885304929729	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	8	3.9524441829466403	961.5548466801655	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	9	7.439483442056484	1032.7240486704168	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	61	1.7891039354419802	2394.333464289522	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	52	4.8899469957728074	1044.335881204732	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	58	1.9725056983188014	2303.954294091901	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	4	3.0208849407371337	585.7774868416179	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	39	2.218291567643472	1406.4476440793178	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	51	2.116552187433423	1963.633724385907	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	40	2.127189897084693	2403.593374295405	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	41	3.089668178280427	1347.0674761198575	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	42	1.9481064381683855	2031.4435688265462	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	44	1.8704699343519353	2018.9041692172455	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	43	1.7904036913283137	2113.962277261751	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	46	1.603864112045821	1660.3240304485032	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	47	2.0972264425560927	1572.9651650394203	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	48	2.3266033793721492	2321.916809155993	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	49	2.311650397128823	872.0944287479015	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	5	3.7478533249388892	2201.3112530745047	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
motus2.5.1	45	4.7767147422146286	2052.9033895128377	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	45	6.503992133941903	1803.0198879733553	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	49	3.5131672420463027	745.9465028296994	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	48	3.2972007612118444	2061.433919933817	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	47	3.6442395315624863	1368.6334600841376	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	46	3.228594698502609	1404.7343608985377	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	44	2.6498241323985257	1800.9004982849156	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	39	3.924007036662331	1196.4749487554059	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	42	2.7201808484991505	1742.3475468038564	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	41	2.122646341137705	1138.9502513587638	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	38	1.8021523235023724	835.995457583759	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	40	3.4423978185749333	2104.932078271205	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	4	1.979723801038439	518.4510696909521	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	5	5.563196265882338	1905.2205229734066	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	43	2.344305486835937	1906.1421269392267	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	50	1.449460044948137	756.8085412585906	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	63	2.477527596311955	471.98159166884705	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	52	2.997316713423467	908.1548109492198	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	9	3.668276258515583	887.203522726574	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	8	3.619884660939567	839.7269016056777	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	7	1.5079535157573145	448.7817196749992	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	62	2.8646916871783223	681.2369587986997	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	61	2.3715543038657025	2126.229339414269	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	60	1.9044920980820919	2073.973942165024	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	51	3.2580269229584937	1695.634780405974	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	6	4.441242998856526	1901.9536741415204	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	58	1.95347738651586	2057.3678825535326	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	57	1.8463245040719156	1537.347152198597	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	56	6.314047527870887	1552.3310562820548	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	55	6.672197870858164	1673.205955365042	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	54	4.403737913359888	1481.4122647589993	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	53	5.363857509775193	1366.1395593323537	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	59	1.7542639555933783	2156.9474865475336	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	37	2.7710177143261134	1941.271667072283	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	35	1.596728131642193	440.57161948198757	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	34	2.993631961294938	2103.9620958206365	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	36	3.377712675986251	1810.7168839768274	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	1	3.23860915447575	674.291331816954	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	0	1.4119459442843174	500.73074080913227	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	10	2.054851540601219	1022.6879508816237	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	11	2.9099194840102958	1471.7769827944394	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	12	1.9399162546463669	1380.4677557188043	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	13	1.732555882067835	924.9089815818561	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	14	3.5922769022918564	1509.9720597902692	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	16	1.4594086874879217	682.4125393642399	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	17	2.8745300564406353	1243.3327862269698	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	18	1.6056780415762264	567.745653713577	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	19	2.3766288988083235	1162.030834153238	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	2	2.157260379698359	666.2804825280837	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	20	2.319756589313211	1187.0571739907832	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	15	2.4852271831161588	1597.0580651995356	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	22	1.8241912353402818	1790.1008892907919	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	33	3.302950234347957	1909.7858408021193	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	21	4.876177845489452	826.8444649166396	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	31	1.785031597005694	1322.6343503275216	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	30	2.8935308663936388	1783.90860222906	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	3	2.3813617328239154	987.031158954929	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	29	3.470779440084182	842.1160043723207	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	32	1.3011740371155818	417.18800110162306	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	27	3.388044000108803	1982.8353064846153	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	26	4.066723292237676	744.4531790881553	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	25	2.3326145522090433	1929.5901204397471	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	24	2.778930801826894	2005.480127056474	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	23	2.7898254363939716	802.9870114262648	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.9.21	28	2.972179811421483	1828.5565326086914	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	25	4.325920507622418	2510.7209158126084	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	26	3.4973988611037115	1148.4103045004772	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	27	2.3882735489560636	2512.7612843370557	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	28	2.241460165300207	2376.064815561911	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	29	4.236540200024147	1224.616384811776	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	3	2.361572907859145	1223.8631600225608	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	32	2.978119229308219	608.4940483984473	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	31	1.9999819791621305	1769.8161596440777	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	33	3.1248304505242466	2616.7031414090025	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	34	3.0839692127481104	2772.5946121316574	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	35	2.524836064057339	693.6643143213687	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	24	4.121801457309691	2592.9999740491885	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	30	2.5910488948165873	2444.475542563831	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	23	2.826009854331807	1224.9223356018622	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	36	2.9826684802405294	2353.581093098436	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	21	3.8318084417147777	1259.362018460953	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	20	4.072776341555071	1804.3494202236302	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	2	3.5897107788131093	933.9781642689645	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	19	3.374479493192357	1673.5972963475215	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	18	2.999819376093994	916.7372137560548	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	17	4.363237662571601	1771.8680334493822	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	16	3.5315047140482614	914.23849579463	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	15	2.8505721734758684	2137.245085224567	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	14	2.8258069350459842	2004.4111114255995	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	13	2.430210364317707	1361.417447296	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	12	3.044361662668985	1921.7528352659804	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	11	3.1286154855046444	1743.743039049417	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	1	1.9915642544743348	962.3611962553211	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	10	2.759481715426862	1463.81237520662	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	22	2.948480795743806	2383.042851911897	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	37	3.0613616404972417	2378.232000306743	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	8	5.586371317977191	974.6690347217589	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	39	2.7672153997534936	1687.1792931394866	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	0	2.758199147310923	776.3914656187794	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	9	3.7504886978613614	1023.7293211755177	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	7	2.3262597745630202	738.3393484962805	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	63	4.005835470155608	656.6317523174055	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	62	4.284932342045292	1002.4073504479143	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	61	3.592086767826155	2755.5192147219436	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	60	2.855251762811736	2665.344013622158	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	6	1.3269581655441267	2498.558247345506	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	59	2.9641901938006616	2723.52871672899	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	58	2.6627383206149324	2670.750511899734	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	57	2.6140349878723126	1975.8125083950426	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	56	0.7759167026417088	2101.255299434846	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	55	0.8906175467238797	2278.289937337609	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	54	2.514286414020617	1996.3489246693512	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	38	2.51469887064599	1129.381455682524	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	53	2.4873216687911848	1888.0010492690324	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	51	2.57179636681729	2315.104666702194	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	50	3.6775117242142383	963.932445817811	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	5	1.167247504415947	2486.673677688357	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	49	1.960049469278639	1056.4823500819705	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	48	2.14997131599844	2683.949262292154	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	47	2.800467227096947	1836.2387537920044	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	46	2.662721873275373	1935.1335829316033	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	45	0.982586692209377	2377.0469479261224	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	44	4.437196666376566	2316.452803909572	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	43	4.832562985454012	2423.638082412505	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	42	2.7932073639639383	2389.50718576528	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	41	2.652326156166156	1588.7220155158172	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	40	2.494072087060404	2729.7799401136544	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	4	2.60315812448841	650.8942210252887	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metaphlan2.2.0	52	5.983063525214233	1012.3542821690119	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	9	8.916642052151577	1206.2311000273007	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	35	3.7122075915653734	1101.023493410495	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	7	3.706019963113519	901.9928897320415	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	33	2.8613134307724937	2165.788282460376	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	32	3.853596732131443	796.098474524524	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	31	3.1123566256640247	1501.7343574898498	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	30	3.244855861422883	2048.495709596829	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	3	3.750907288987373	1069.2388444459154	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	29	5.312328243625368	858.3380232426941	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	28	4.60028329890589	2236.5019825670797	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	27	3.842254024715912	2263.30840778537	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	26	4.618097328026391	806.6808185836619	0.0009616656647074684	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.004154275672582141	0.0059933529113199175	0.0004808328323537342
metapalette1.0.0	25	4.531328480468884	2100.635207883297	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	24	4.051165358917706	2184.9741832931645	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	23	4.395995100790245	1029.6202278777632	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	22	3.220833809974303	2196.1413505586856	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	21	5.156559382619571	900.0394525777011	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
metapalette1.0.0	20	3.652963635283362	1602.1643136870423	0.001194367401869037	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.00503007062951023	0.007256857952515635	0.0005971837009345184
